STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2015,,79,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PD,Persons with disability,2015,,25,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PD,Persons with disability,2019,,50,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2015,,327,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2015,,16.52,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2015,,45.07,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2017,,46.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2016,,2405,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2018,,2582,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2021,,1628,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2016,,25.9,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2018,,28.59,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2021,,19.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PWD,Persons without disability,2017,,44.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2019,,259,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2012,,11644,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2013,,5488,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2013,,8340,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETRF,"Proportion of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2013,,39.38,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,FM,Micronesia (Federated States of),NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2013,,43.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2013,,229,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2015,,328,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2013,,24.43,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,20.9,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2013,,15.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2015,,18.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2013,,1907,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2013,,37.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,WS,Samoa,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2013,,21.39,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2015,,15.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2015,,2219,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2019,,2648,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2015,,5150,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,_T,No breakdown by disability,2019,,5145,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2015,,2386,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,R,Rural,PWD,Persons without disability,2019,,3213,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2015,,5018,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2019,,5711,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2015,,48.39,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2019,,55.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2015,,393,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2016,,33,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2018,,46,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2016,,27.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2018,,30.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2021,,21.65,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PD,Persons with disability,2016,,20,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2016,,21.29,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2018,,24.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2021,,12.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NU,Niue,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2017,,12,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,PWD,Persons without disability,2017,,45.54,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2019,,77,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2019,,59.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2019,,118,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2019,,10457,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,PD,Persons with disability,2019,,82.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,_T,No breakdown by disability,2019,,43.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2011,,3634,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,_T,No breakdown by disability,2019,,2656,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2011,,53.68,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2019,,47.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2012,,4365,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2013,,9.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2015,,15.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,_T,No breakdown by disability,2015,,161,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2015,,2906,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2019,,2487,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2015,,58,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,PD,Persons with disability,2019,,110,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2015,,47.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2019,,31.2,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2015,,45.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2019,,45.01,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,PW,Palau,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,PWD,Persons without disability,2015,,15.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2015,,57.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,R,Rural,_T,No breakdown by disability,2017,,51.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2016,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2018,,62,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2016,,4309,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2018,,4199,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,_T,No breakdown by disability,2021,,3234,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2016,,1039,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2018,,1372,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETAF,"Number of young persons not in education, employment or training",_T,Total,U,Urban,PWD,Persons without disability,2021,,602,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2016,,31.39,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2018,,74.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TO,Tonga,NEETRF,"Proportion of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2021,,41.52,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,TV,Tuvalu,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,PWD,Persons without disability,2017,,119,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PWD,Persons without disability,2019,,3200,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,R,Rural,_T,No breakdown by disability,2019,,10333,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",F,Female,U,Urban,PWD,Persons without disability,2019,,2247,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2019,,2128,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,VU,Vanuatu,NEETRF,"Proportion of young persons not in education, employment or training",F,Female,_T,National,PD,Persons with disability,2019,,83.8,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2011,,1686,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,MH,Marshall Islands,NEETAF,"Number of young persons not in education, employment or training",M,Male,U,Urban,_T,No breakdown by disability,2019,,1190,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NR,Nauru,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2011,,412,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,NR,Nauru,NEETAF,"Number of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2012,,335,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,SB,Solomon Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2012,,25.71,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,CK,Cook Islands,NEETRF,"Proportion of young persons not in education, employment or training",M,Male,_T,National,_T,No breakdown by disability,2015,,14.55,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,R,Rural,PD,Persons with disability,2019,,113,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_NEET(1.0),"NEET - Youth not in education, employment or training (15-24 years)",I,A,Annual,KI,Kiribati,NEETAF,"Number of young persons not in education, employment or training",_T,Total,_T,National,PD,Persons with disability,2015,,100,,N,units,,,,,,,,,,
